04001,republicans,5315.0
04001,democrats,12196.0
04003,republicans,25036.0
04003,democrats,15290.0
04005,republicans,16573.0
04005,democrats,25308.0
04007,republicans,13672.0
04007,democrats,6746.0
04009,republicans,8024.0
04009,democrats,3301.0
04011,republicans,1892.0
04011,democrats,1092.0
04012,republicans,3380.0
04012,democrats,1318.0
04013,republicans,590465.0
04013,democrats,549039.0
04015,republicans,54656.0
04015,democrats,16485.0
04017,republicans,18165.0
04017,democrats,15362.0
04019,republicans,147019.0
04019,democrats,195649.0
04021,republicans,53857.0
04021,democrats,35737.0
04023,republicans,3650.0
04023,democrats,10684.0
04025,republicans,58862.0
04025,democrats,29705.0
04027,republicans,20586.0
04027,democrats,18336.0
